price,guests,beds,bedrooms,baths,superhost,favourite,rating,reviews,latitude,longitude,area_Ampelokipoi-Menemeni,area_Evosmos,area_Stavroupoli,parking,view,self_checkin
76.14,2,1.0,1.0,1.0,1,1,5.0,49.0,40.6385,22.9562,1,0,0,0,0,0
52.88,6,2.0,2.0,1.0,0,1,4.0,30.0,40.6633,22.9347,1,0,0,1,0,1
59.69,4,1.0,1.0,1.0,1,1,5.0,22.0,40.666278628714245,22.93005656344232,1,0,0,0,0,1
115.16,5,3.0,3.0,1.0,1,1,4.0,28.0,40.6755,22.8994,1,0,0,1,0,0
68.74,2,1.0,1.0,1.0,0,0,4.11267716535433,0.0,40.6691,22.8987,1,0,0,1,0,1
64.0,4,2.0,1.0,1.0,1,1,4.0,68.0,40.6428,22.9274,1,0,0,0,0,1
63.45,6,4.0,2.0,1.0,1,1,4.0,52.0,40.648064298506426,22.949412150685905,1,0,0,0,0,1
75.2,8,5.0,2.0,1.0,1,1,5.0,12.0,40.66306055552557,22.909839277666894,1,0,0,0,0,1
56.66,2,1.0,1.0,1.0,0,0,4.0,71.0,40.64558847528183,22.92169199176557,1,0,0,0,1,1
61.44,2,1.0,1.0,1.0,0,0,4.0,42.0,40.64389295635661,22.91975241603709,1,0,0,0,1,1
295.6,9,7.0,2.0,2.0,0,0,4.0,18.0,40.6377,22.9344,1,0,0,0,0,1
59.0,2,1.0,1.0,1.0,0,0,4.0,7.0,40.6383,22.9425,1,0,0,0,1,1
138.0,6,3.0,2.0,1.0,0,0,4.0,17.0,40.63662197655717,22.935086651384804,1,0,0,0,0,1
103.68,4,2.0,1.0,1.0,1,0,4.0,66.0,40.632,22.9446,1,0,0,0,0,1
39.6,4,2.0,1.0,1.0,1,1,4.0,34.0,40.6809,22.9313,1,0,0,1,0,1
46.0,2,1.0,1.0,1.0,0,0,4.0,51.0,40.6381,22.9496,1,0,0,0,0,1
59.0,3,2.0,1.0,1.0,1,1,4.0,30.0,40.661135535179966,22.931900012448843,1,0,0,0,0,1
55.0,2,1.0,1.0,1.0,0,0,4.0,6.0,40.6417,22.921,1,0,0,0,0,1
69.0,6,3.0,2.0,1.0,0,1,4.0,51.0,40.63561,22.95483,1,0,0,0,0,1
58.8,2,1.0,0.0,1.0,0,0,4.0,21.0,40.63617711893719,22.93763550845209,1,0,0,0,0,1
136.31,8,5.0,3.0,2.0,1,1,5.0,9.0,40.6429,22.9278,1,0,0,0,0,1
136.0,7,3.0,3.0,1.0,1,1,4.0,33.0,40.6409,22.94,1,0,0,0,0,1
70.5,4,2.0,1.0,1.0,1,1,5.0,21.0,40.6566,22.9242,1,0,0,0,0,1
71.06,5,3.0,2.0,2.0,1,0,4.0,21.0,40.6659,22.9038,1,0,0,0,0,0
78.73,4,2.0,2.0,1.0,1,1,4.0,837.0,40.6318,22.9417,1,0,0,0,0,1
